Author,Count
刘禹锡,4
毛泽东,2
陆游,2
杜甫,3
贺知章,1
杜牧,4
王安石,2
白居易,2
郑燮,4
王冕,2
于谦,2
常建,1
苏轼,6
罗隐,1
骆宾王,2
元稹,1
黄巢,2
林逋,1
刘义庆,1
李清照,6
魏朝·刘桢,1
虞世南,1
王磐,1
唐寅,2
杜荀鹤,1
纳兰性德,2
袁枚,1
李商隐,6
王维,1
张谓,1
佚名,1
贺铸,1
毛泽东(存疑),1
曹雪芹,1
寇准,1
元好问,1
姜夔,3
陈毅,1
张九龄,1
曾巩,1
崔道融,1
卢照邻,1
庾信,1
辛弃疾,2
杨万里,2
严蕊,1
诗经·国风·曹风,1
班婕妤,1
周邦彦,1
张鸣善,1
李纲,1
曹植,1
齐己,1
韩愈,1
王禹偁,1
梅尧臣,1
陈与义,1
龚自珍,1
郑谷,1
黄庭坚,1
