Author,Count
杜甫,3
李峤,1
志南,1
刘邦,1
岑参,1
刘禹锡,2
张孝祥,1
晏殊,1
袁枚,1
刘攽,1
宋玉,1
王勃,1
游次公,1
严武,1
赵翼,1
诗经·国风·邶风,1
佚名,1
李益,1
王安石,2
柳永,1
虞世南,1
方岳,1
刘基,1
白居易,1
李白,2
陆畅,1
诗经·国风·桧风,1
石孝友,1
王沂孙,1
陆游,1
张惠言,1
韩愈,1
杨万里,2
温庭筠,1
晏几道,1
