key,Author,Count
田园,诗经·小雅·谷风之什,1
田园,滕宾,1
田园,王士祯,1
边塞,岑参,11
边塞,范仲淹,1
边塞,王维,5
边塞,王翰,2
边塞,王昌龄,9
边塞,李贺,2
边塞,杜甫,4
边塞,王之涣,1
边塞,李白,6
边塞,杨炯,2
边塞,卢纶,5
边塞,高适,5
边塞,李益,3
边塞,纳兰性德,7
边塞,陈陶,2
边塞,李颀,1
边塞,曹松,1
边塞,徐锡麟,1
边塞,戴叔伦,3
边塞,柳中庸,1
边塞,徐陵,1
边塞,卢思道,1
边塞,祖咏,1
边塞,张敬忠,1
边塞,许浑,1
边塞,陈琳,1
边塞,鲍照,1
边塞,严武,1
边塞,司空图,1
边塞,孟浩然,1
边塞,张乔,2
边塞,李世民,1
边塞,陈羽,1
边塞,常建,1
边塞,柳开,1
边塞,张籍,1
边塞,张孝祥,1
边塞,卢照邻,1
边塞,张说,1
边塞,马戴,1
边塞,欧阳修,1
边塞,薛逢,1
边塞,王涯,1
边塞,萨都剌,1
边塞,牛峤,1
边塞,徐兰,1
边塞,李梦阳,1
地名,李清照,1
地名,孟浩然,1
地名,刘禹锡,2
地名,李贺,1
地名,王之涣,1
地名,苏轼,3
地名,杜牧,2
地名,白居易,1
地名,戴叔伦,1
地名,李白,7
地名,张衡,1
地名,宋之问,1
地名,韦庄,1
地名,郑畋,1
地名,左思,1
地名,杜荀鹤,1
