Author,Count
范仲淹,2
王勃,1
李白,9
柳永,3
王维,5
马致远,1
柳宗元,1
毛泽东,2
白居易,5
杜甫,8
辛弃疾,2
郦道元,1
杜牧,5
杨万里,3
苏轼,9
贺知章,1
吴均,1
王安石,2
王之涣,2
陶弘景,1
张继,1
孟浩然,3
韩愈,3
韦应物,1
白朴,2
王绩,1
晏殊,1
高鼎,1
刘禹锡,1
温庭筠,1
张志和,1
刘方平,1
常建,1
汉乐府,1
姜夔,1
林升,1
赵师秀,1
刘长卿,1
朱熹,1
范成大,1
唐珙,1
李煜,1
许浑,1
叶绍翁,1
贺铸,1
贾岛,1
李贺,1
王昌龄,1
王国维,1
刘过,1
秦观,1
