Author,Count
张若虚,1
苏轼,9
白居易,5
杜甫,5
朱熹,1
贺知章,1
杜牧,2
王维,1
韩愈,3
高鼎,1
刘方平,1
叶绍翁,1
陆游,1
白朴,1
秦观,6
贺铸,1
辛弃疾,1
晏殊,3
黄庭坚,2
李煜,2
宋祁,1
李白,2
王昌龄,1
袁宏道,1
张先,3
程颢,1
李清照,3
谢灵运,1
杨巨源,1
杜审言,1
王雱,1
戴叔伦,2
李璟,1
刘禹锡,1
曾巩,1
苏舜钦,1
于良史,1
张维屏,1
王驾,1
冯延巳(一说晏殊),1
张旭,1
王令,1
刘昚虚,1
谢朓,1
袁枚,1
朱淑真,1
欧阳修,1
杨万里,1
李华,1
冯延巳,2
武元衡,1
岑参,1
张栻,1
李商隐,2
晏几道,1
元稹,1
杜荀鹤,1
丘逢甲,1
梅尧臣,1
张敬忠,1
刘攽,1
钱惟演,1
黄孝迈,1
贾至,1
