Author,Count
辛弃疾,2
杨万里,6
白居易,4
赵师秀,1
范成大,3
李白,3
高骈,1
白朴,2
孟浩然,2
李商隐,2
苏轼,5
杜甫,3
司马光,1
苏舜钦,1
秦观,1
刘攽,1
陆游,6
晏殊,2
陈文述,1
周邦彦,2
欧阳修,3
杜牧,1
李重元,1
朱淑真,1
蔡确,1
戴复古,2
项鸿祚,1
崔道融,1
谢逸,1
王令,1
陶渊明,2
纳兰性德,1
薛昂夫,1
窦叔向,1
韦应物,2
智生,1
柳宗元,3
张耒,1
祝允明,1
张大烈,1
张先,1
谢灵运,1
关汉卿,1
柳永,1
文征明,1
元稹,2
寇准,1
韩琦,1
韩偓,1
毛滂,1
赵友直,1
高启,1
徐夤,1
薛道衡,1
贾弇,1
汪藻,1
谢薖,1
王恽,1
贾岛,1
韦庄,1
朱槔,1
姚鼐,2
